Texas Education Agency

Total Enrollment Counts in Student Program and Special Populations Reports

PEIMS Data 2022-2023

"SCOPE","AGGREGATION LEVEL","YEAR","CAMPUS NUMBER","CAMPUS NAME","GRADE GROUP","DISTRICT NUMBER","DISTRICT NAME","REGION","COUNTY NUMBER","COUNTY NAME","ALL ENROLLMENT","AT RISK","BILINGUAL","DYSLEXIC","ECONOMICALLY DISADVANTAGED","EMERGENT BILINGUAL/ENGLISH LEARNER","ESL","FOSTER CARE","GIFTED & TALENTED","HOMELESS","MILITARY CONNECTED","SECTION 504","SPECIAL EDUCATION","TITLE I"
"STATE","CAMPUS","2022-2023",220905223,"CESAR CHAVEZ PRI","ELEMENTARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",456,396,214,30,417,290,20,0,38,11,-999,25,95,456
"STATE","CAMPUS","2022-2023",161903004,"CHALLENGE ACADEMY","HIGH SCHOOL",161903,"MIDWAY ISD",12,161,"MCLENNAN COUNTY","<10",-999,0,0,-999,0,0,0,0,0,0,-999,0,0
"STATE","CAMPUS","2022-2023",161907004,"CHALLENGE ACADEMY","HIGH SCHOOL",161907,"LORENA ISD",12,161,"MCLENNAN COUNTY","<10",-999,0,0,0,0,0,0,0,0,0,0,-999,0
"STATE","CAMPUS","2022-2023",161909004,"CHALLENGE ACADEMY","HIGH SCHOOL",161909,"MCGREGOR ISD",12,161,"MCLENNAN COUNTY","<10",0,0,0,-999,0,0,0,0,0,0,0,0,0
"STATE","CAMPUS","2022-2023",161914004,"CHALLENGE ACADEMY","ELEMENTARY / SECONDARY",161914,"WACO ISD",12,161,"MCLENNAN COUNTY",25,25,0,-999,24,-999,-999,0,-999,0,0,-999,-999,16
"STATE","CAMPUS","2022-2023",161918004,"CHALLENGE ACADEMY","HIGH SCHOOL",161918,"AXTELL ISD",12,161,"MCLENNAN COUNTY","<10",-999,0,0,-999,0,0,-999,0,0,0,0,-999,0
"STATE","CAMPUS","2022-2023",161921004,"CHALLENGE ACADEMY","HIGH SCHOOL",161921,"CONNALLY ISD",12,161,"MCLENNAN COUNTY","<10",-999,0,-999,-999,-999,0,0,0,0,0,0,-999,0
"STATE","CAMPUS","2022-2023",161922004,"CHALLENGE ACADEMY","HIGH SCHOOL",161922,"ROBINSON ISD",12,161,"MCLENNAN COUNTY","<10",-999,0,-999,-999,0,0,0,0,0,0,0,-999,-999
"STATE","CAMPUS","2022-2023",101912323,"CHALLENGE EARLY COLLEGE H S","HIGH SCHOOL",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",454,277,-999,-999,380,69,65,0,176,13,-999,17,12,454
"STATE","CAMPUS","2022-2023",020908106,"CHALLENGER EL","ELEMENTARY",020908,"PEARLAND ISD",04,020,"BRAZORIA COUNTY",570,226,0,30,203,101,56,-999,63,-999,45,22,81,-999
"STATE","CAMPUS","2022-2023",072903102,"CHAMBERLIN EL","ELEMENTARY",072903,"STEPHENVILLE ISD",11,072,"ERATH COUNTY",514,257,76,34,259,93,13,-999,32,-999,35,-999,99,514
"STATE","CAMPUS","2022-2023",101903104,"CHAMBERS EL","ELEMENTARY",101903,"ALIEF ISD",04,101,"HARRIS COUNTY",563,485,303,21,527,435,100,-999,11,26,-999,-999,70,563
"STATE","CAMPUS","2022-2023",031901136,"CHAMPION EL","ELEMENTARY",031901,"BROWNSVILLE ISD",01,031,"CAMERON COUNTY",655,509,315,33,625,321,-999,-999,25,15,-999,35,108,654
"STATE","CAMPUS","2022-2023",101903108,"CHANCELLOR EL","ELEMENTARY",101903,"ALIEF ISD",04,101,"HARRIS COUNTY",723,640,0,33,662,477,306,0,38,33,-999,19,101,723
"STATE","CAMPUS","2022-2023",092902101,"CHANDLER EL","ELEMENTARY",092902,"KILGORE ISD",07,092,"GREGG COUNTY",526,305,-999,-999,400,127,13,-999,22,-999,-999,-999,50,526
"STATE","CAMPUS","2022-2023",107902103,"CHANDLER EL","ELEMENTARY",107902,"BROWNSBORO ISD",07,107,"HENDERSON COUNTY",450,163,0,20,335,29,26,-999,20,11,16,22,70,450
"STATE","CAMPUS","2022-2023",107902102,"CHANDLER INT","ELEMENTARY",107902,"BROWNSBORO ISD",07,107,"HENDERSON COUNTY",253,107,0,31,176,15,15,0,-999,-999,-999,29,44,253
"STATE","CAMPUS","2022-2023",246909135,"CHANDLER OAKS EL","ELEMENTARY",246909,"ROUND ROCK ISD",13,246,"WILLIAMSON COUNTY",576,168,0,22,81,100,97,0,63,0,23,28,84,0
"STATE","CAMPUS","2022-2023",101905001,"CHANNELVIEW H S","HIGH SCHOOL",101905,"CHANNELVIEW ISD",04,101,"HARRIS COUNTY",2893,1943,0,60,2522,790,753,-999,190,11,-999,123,264,0
"STATE","CAMPUS","2022-2023",103901001,"CHANNING SCHOOL","ELEMENTARY / SECONDARY",103901,"CHANNING ISD",16,103,"HARTLEY COUNTY",161,90,0,-999,113,22,22,-999,-999,0,-999,12,18,161
"STATE","CAMPUS","2022-2023",014906015,"CHAPARRAL H S","HIGH SCHOOL",014906,"KILLEEN ISD",12,014,"BELL COUNTY",1711,1037,0,125,761,120,75,-999,74,-999,967,250,239,-999
"STATE","CAMPUS","2022-2023",227814001,"CHAPARRAL STAR ACADEMY","ELEMENTARY / SECONDARY",227814,"CHAPARRAL STAR ACADEMY",13,227,"TRAVIS COUNTY",372,95,0,-999,20,60,57,0,0,0,0,20,15,0
"STATE","CAMPUS","2022-2023",220815101,"CHAPEL HILL ACADEMY","ELEMENTARY",220815,"CHAPEL HILL ACADEMY",11,220,"TARRANT COUNTY",698,131,0,20,509,86,60,0,103,44,-999,32,54,697
"STATE","CAMPUS","2022-2023",225906101,"CHAPEL HILL EL","ELEMENTARY",225906,"CHAPEL HILL ISD",08,225,"TITUS COUNTY",483,187,0,35,262,78,78,-999,36,0,0,41,77,483
"STATE","CAMPUS","2022-2023",212909001,"CHAPEL HILL H S","HIGH SCHOOL",212909,"CHAPEL HILL ISD",07,212,"SMITH COUNTY",1063,708,-999,117,798,189,130,-999,76,-999,-999,145,156,0
"STATE","CAMPUS","2022-2023",225906001,"CHAPEL HILL H S","HIGH SCHOOL",225906,"CHAPEL HILL ISD",08,225,"TITUS COUNTY",342,139,0,42,146,53,39,0,24,0,0,53,46,342
"STATE","CAMPUS","2022-2023",212909042,"CHAPEL HILL J H","JUNIOR HIGH SCHOOL",212909,"CHAPEL HILL ISD",07,212,"SMITH COUNTY",502,387,-999,49,387,163,154,-999,57,-999,-999,67,80,0
"STATE","CAMPUS","2022-2023",225906041,"CHAPEL HILL J H","MIDDLE SCHOOL",225906,"CHAPEL HILL ISD",08,225,"TITUS COUNTY",236,82,0,23,111,45,45,0,24,0,0,31,24,236
"STATE","CAMPUS","2022-2023",057905119,"CHAPEL HILL PREPARATORY-A PERSONALIZED LRNING SCH","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",371,273,187,26,331,246,-999,-999,33,11,-999,12,54,371
"STATE","CAMPUS","2022-2023",161903110,"CHAPEL PARK EL","ELEMENTARY",161903,"MIDWAY ISD",12,161,"MCLENNAN COUNTY",463,159,0,17,186,31,30,-999,27,-999,36,26,78,-999
"STATE","CAMPUS","2022-2023",071902012,"CHAPIN H S","HIGH SCHOOL",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",1718,1079,0,22,1167,343,284,0,241,34,421,132,156,1718
"STATE","CAMPUS","2022-2023",220908047,"CHARLENE MCKINZEY MIDDLE","JUNIOR HIGH SCHOOL",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",901,334,0,43,317,73,65,0,82,-999,58,79,90,0
"STATE","CAMPUS","2022-2023",246904042,"CHARLES A FORBES MIDDLE","MIDDLE SCHOOL",246904,"GEORGETOWN ISD",13,246,"WILLIAMSON COUNTY",670,275,0,102,266,119,117,-999,64,-999,55,97,112,-999
"STATE","CAMPUS","2022-2023",057905147,"CHARLES A GILL EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",587,329,239,22,538,284,25,-999,89,-999,-999,18,43,587
"STATE","CAMPUS","2022-2023",057907107,"CHARLES ACTON EL","ELEMENTARY",057907,"DUNCANVILLE ISD",10,057,"DALLAS COUNTY",529,336,131,-999,456,141,-999,-999,23,-999,-999,-999,31,529
"STATE","CAMPUS","2022-2023",220904041,"CHARLES BAXTER J H","MIDDLE SCHOOL",220904,"EVERMAN ISD",11,220,"TARRANT COUNTY",769,651,0,56,727,268,204,0,15,14,-999,82,108,769
"STATE","CAMPUS","2022-2023",240903120,"CHARLES BORCHERS EL","ELEMENTARY",240903,"UNITED ISD",01,240,"WEBB COUNTY",555,307,256,40,293,232,0,0,64,0,30,30,90,555
"STATE","CAMPUS","2022-2023",015907103,"CHARLES C BALL ACADEMY","ELEMENTARY",015907,"SAN ANTONIO ISD",20,015,"BEXAR COUNTY",342,250,102,-999,331,80,-999,-999,-999,-999,0,-999,55,342
"STATE","CAMPUS","2022-2023",014906053,"CHARLES E PATTERSON MIDDLE","MIDDLE SCHOOL",014906,"KILLEEN ISD",12,014,"BELL COUNTY",1003,574,0,105,567,126,112,-999,57,-999,507,156,160,-999
"STATE","CAMPUS","2022-2023",015907129,"CHARLES GRAEBNER EL","ELEMENTARY",015907,"SAN ANTONIO ISD",20,015,"BEXAR COUNTY",670,509,272,21,636,246,0,-999,27,18,-999,23,110,670
"STATE","CAMPUS","2022-2023",071902045,"CHARLES MIDDLE","MIDDLE SCHOOL",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",450,302,0,28,378,123,72,0,105,-999,20,43,66,450
"STATE","CAMPUS","2022-2023",220905148,"CHARLES NASH EL","ELEMENTARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",223,167,73,16,200,49,-999,0,14,-999,-999,11,17,223
"STATE","CAMPUS","2022-2023",071902172,"CHARLES Q MURPHREE PK-8","ELEMENTARY",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",849,622,236,41,757,410,75,0,66,18,10,63,101,0
"STATE","CAMPUS","2022-2023",057905201,"CHARLES RICE LEARNING CENTER","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",433,120,-999,15,424,46,0,-999,75,17,-999,-999,54,433
"STATE","CAMPUS","2022-2023",205901104,"CHARLIE MARSHALL EL","ELEMENTARY",205901,"ARANSAS PASS ISD",02,205,"SAN PATRICIO COUNTY",373,242,0,41,260,45,33,-999,24,36,-999,50,46,373
"STATE","CAMPUS","2022-2023",220908106,"CHARLOTTE ANDERSON PREPARATORY ACADEMY","ELEMENTARY",220908,"MANSFIELD ISD",11,220,"TARRANT COUNTY",389,155,0,14,263,69,69,-999,13,-999,11,17,69,389
"STATE","CAMPUS","2022-2023",246913110,"CHARLOTTE COX EL","ELEMENTARY",246913,"LEANDER ISD",13,246,"WILLIAMSON COUNTY",659,291,0,20,126,131,130,-999,122,-999,-999,36,69,0
"STATE","CAMPUS","2022-2023",007901101,"CHARLOTTE EL","ELEMENTARY",007901,"CHARLOTTE ISD",20,007,"ATASCOSA COUNTY",207,160,0,-999,121,11,10,0,-999,0,-999,18,23,207
"STATE","CAMPUS","2022-2023",007901001,"CHARLOTTE H S","HIGH SCHOOL",007901,"CHARLOTTE ISD",20,007,"ATASCOSA COUNTY",130,86,0,-999,87,-999,-999,0,-999,0,-999,21,17,130
"STATE","CAMPUS","2022-2023",007901041,"CHARLOTTE MIDDLE","MIDDLE SCHOOL",007901,"CHARLOTTE ISD",20,007,"ATASCOSA COUNTY",96,83,0,13,64,-999,-999,-999,0,0,-999,21,23,96
"STATE","CAMPUS","2022-2023",123910130,"CHARLTON-POLLARD EL","ELEMENTARY",123910,"BEAUMONT ISD",05,123,"JEFFERSON COUNTY",508,348,0,-999,485,101,99,-999,32,22,0,19,38,508
"STATE","CAMPUS","2022-2023",014903120,"CHARTER OAK EL","ELEMENTARY",014903,"BELTON ISD",12,014,"BELL COUNTY",632,195,83,37,265,83,11,-999,26,12,186,60,118,632
"STATE","CAMPUS","2022-2023",015915011,"CHAVEZ EXCEL ACADEMY","HIGH SCHOOL",015915,"NORTHSIDE ISD",20,015,"BEXAR COUNTY",44,35,0,-999,29,-999,-999,0,-999,-999,-999,-999,-999,0
"STATE","CAMPUS","2022-2023",101912027,"CHAVEZ H S","HIGH SCHOOL",101912,"HOUSTON ISD",04,101,"HARRIS COUNTY",2272,1760,0,56,2118,927,891,0,454,101,0,72,241,2272
"STATE","CAMPUS","2022-2023",194904103,"CHEATHAM EL","ELEMENTARY",194904,"CLARKSVILLE ISD",08,194,"RED RIVER COUNTY",272,168,0,21,252,30,-999,0,17,-999,-999,20,49,272
"STATE","CAMPUS","2022-2023",220902109,"CHENEY HILLS EL","ELEMENTARY",220902,"BIRDVILLE ISD",11,220,"TARRANT COUNTY",664,551,231,27,571,319,86,0,19,-999,-999,31,108,664
"STATE","CAMPUS","2022-2023",043914106,"CHERI COX EL","ELEMENTARY",043914,"WYLIE ISD",10,043,"COLLIN COUNTY",633,188,143,28,215,141,70,-999,45,-999,32,44,96,633
"STATE","CAMPUS","2022-2023",206903001,"CHEROKEE SCHOOL","ELEMENTARY / SECONDARY",206903,"CHEROKEE ISD",15,206,"SAN SABA COUNTY",139,49,0,14,83,-999,-999,-999,11,-999,11,16,17,139
"STATE","CAMPUS","2022-2023",158901101,"CHERRY EL","ELEMENTARY",158901,"BAY CITY ISD",03,158,"MATAGORDA COUNTY",466,265,21,0,402,78,22,-999,0,-999,-999,-999,75,466
"STATE","CAMPUS","2022-2023",071909128,"CHESTER E JORDAN","ELEMENTARY",071909,"SOCORRO ISD",19,071,"EL PASO COUNTY",813,468,291,10,655,271,-999,-999,30,13,142,23,98,813
"STATE","CAMPUS","2022-2023",229906101,"CHESTER EL","ELEMENTARY",229906,"CHESTER ISD",05,229,"TYLER COUNTY",78,15,0,-999,50,0,0,-999,0,0,-999,-999,-999,78
"STATE","CAMPUS","2022-2023",229906001,"CHESTER H S","ELEMENTARY / SECONDARY",229906,"CHESTER ISD",05,229,"TYLER COUNTY",135,57,0,-999,81,0,0,0,-999,0,-999,-999,-999,135
"STATE","CAMPUS","2022-2023",101919119,"CHET BURCHETT EL","ELEMENTARY",101919,"SPRING ISD",04,101,"HARRIS COUNTY",904,475,125,-999,742,187,41,0,57,-999,49,-999,85,408
"STATE","CAMPUS","2022-2023",249904101,"CHICO EL","ELEMENTARY",249904,"CHICO ISD",11,249,"WISE COUNTY",263,127,0,19,150,41,40,-999,11,13,-999,10,39,263
"STATE","CAMPUS","2022-2023",249904001,"CHICO H S","HIGH SCHOOL",249904,"CHICO ISD",11,249,"WISE COUNTY",155,33,0,14,82,12,0,0,14,-999,10,32,21,0
"STATE","CAMPUS","2022-2023",249904041,"CHICO MIDDLE","MIDDLE SCHOOL",249904,"CHICO ISD",11,249,"WISE COUNTY",131,79,0,12,77,26,20,-999,10,-999,-999,32,23,0
"STATE","CAMPUS","2022-2023",225902105,"CHILD DEVELOPMENT CENTER","ELEMENTARY",225902,"MOUNT PLEASANT ISD",08,225,"TITUS COUNTY",452,308,108,0,413,177,12,-999,0,21,0,0,-999,452
"STATE","CAMPUS","2022-2023",220905210,"CHILDREN'S MEDICAL CTR","ELEMENTARY / SECONDARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",44,-999,0,0,15,-999,0,0,0,-999,-999,0,-999,0
"STATE","CAMPUS","2022-2023",038901102,"CHILDRESS EL","ELEMENTARY",038901,"CHILDRESS ISD",16,038,"CHILDRESS COUNTY",451,145,0,13,324,12,12,-999,10,-999,-999,23,75,451
"STATE","CAMPUS","2022-2023",038901001,"CHILDRESS H S","HIGH SCHOOL",038901,"CHILDRESS ISD",16,038,"CHILDRESS COUNTY",303,129,0,12,162,-999,-999,0,24,-999,-999,45,39,303
"STATE","CAMPUS","2022-2023",038901041,"CHILDRESS J H","MIDDLE SCHOOL",038901,"CHILDRESS ISD",16,038,"CHILDRESS COUNTY",251,115,0,12,138,-999,-999,-999,20,-999,16,32,41,251
"STATE","CAMPUS","2022-2023",099902001,"CHILLICOTHE SCHOOL","ELEMENTARY / SECONDARY",099902,"CHILLICOTHE ISD",09,099,"HARDEMAN COUNTY",202,126,0,23,176,43,43,0,12,0,0,19,49,202
"STATE","CAMPUS","2022-2023",073901001,"CHILTON SCHOOL","ELEMENTARY / SECONDARY",073901,"CHILTON ISD",12,073,"FALLS COUNTY",553,337,0,32,506,119,99,-999,26,12,-999,27,49,553
"STATE","CAMPUS","2022-2023",100905102,"CHINA EL","ELEMENTARY",100905,"HARDIN-JEFFERSON ISD",05,100,"HARDIN COUNTY","<560",341,0,34,303,45,45,0,21,11,-999,27,-999,558
"STATE","CAMPUS","2022-2023",161920102,"CHINA SPRING EL","ELEMENTARY",161920,"CHINA SPRING ISD",12,161,"MCLENNAN COUNTY",677,182,0,98,246,26,25,0,-999,0,26,131,87,677
"STATE","CAMPUS","2022-2023",161920001,"CHINA SPRING H S","HIGH SCHOOL",161920,"CHINA SPRING ISD",12,161,"MCLENNAN COUNTY",948,212,0,75,294,-999,-999,-999,99,0,67,178,77,0
"STATE","CAMPUS","2022-2023",161920104,"CHINA SPRING INT","MIDDLE SCHOOL",161920,"CHINA SPRING ISD",12,161,"MCLENNAN COUNTY",461,144,0,-999,-999,16,16,0,48,0,-999,-999,67,0
"STATE","CAMPUS","2022-2023",161920041,"CHINA SPRING MIDDLE","JUNIOR HIGH SCHOOL",161920,"CHINA SPRING ISD",12,161,"MCLENNAN COUNTY",478,-999,0,74,164,-999,-999,0,50,0,-999,107,-999,0
"STATE","CAMPUS","2022-2023",161920105,"CHINA SPRING PRI","ELEMENTARY",161920,"CHINA SPRING ISD",12,161,"MCLENNAN COUNTY","<440",90,0,-999,177,17,16,-999,-999,0,27,-999,71,439
"STATE","CAMPUS","2022-2023",246904002,"CHIP RICHARTE H S","HIGH SCHOOL",246904,"GEORGETOWN ISD",13,246,"WILLIAMSON COUNTY",110,110,0,16,49,13,13,0,-999,-999,-999,28,-999,-999
"STATE","CAMPUS","2022-2023",174901101,"CHIRENO EL","ELEMENTARY",174901,"CHIRENO ISD",07,174,"NACOGDOCHES COUNTY",274,98,0,-999,202,30,30,-999,21,0,25,13,55,274
"STATE","CAMPUS","2022-2023",174901001,"CHIRENO H S","HIGH SCHOOL",174901,"CHIRENO ISD",07,174,"NACOGDOCHES COUNTY",130,44,0,-999,65,14,13,0,17,0,12,14,18,130
"STATE","CAMPUS","2022-2023",220918108,"CHISHOLM RIDGE","ELEMENTARY",220918,"EAGLE MT-SAGINAW ISD",11,220,"TARRANT COUNTY",720,418,0,39,428,137,122,-999,39,-999,16,39,89,720
"STATE","CAMPUS","2022-2023",014903118,"CHISHOLM TRAIL EL","ELEMENTARY",014903,"BELTON ISD",12,014,"BELL COUNTY",868,362,99,59,527,132,22,-999,28,-999,274,56,173,868
"STATE","CAMPUS","2022-2023",061908102,"CHISHOLM TRAIL EL","ELEMENTARY",061908,"SANGER ISD",11,061,"DENTON COUNTY",409,177,0,-999,228,74,0,0,-999,19,20,-999,71,409
"STATE","CAMPUS","2022-2023",220918006,"CHISHOLM TRAIL H S","HIGH SCHOOL",220918,"EAGLE MT-SAGINAW ISD",11,220,"TARRANT COUNTY",2493,1281,0,137,1210,264,253,-999,169,18,248,268,277,0
"STATE","CAMPUS","2022-2023",061911044,"CHISHOLM TRAIL MIDDLE","MIDDLE SCHOOL",061911,"NORTHWEST ISD",11,061,"DENTON COUNTY",684,374,0,82,347,124,94,0,51,-999,55,77,137,683
"STATE","CAMPUS","2022-2023",246909043,"CHISHOLM TRAIL MIDDLE","MIDDLE SCHOOL",246909,"ROUND ROCK ISD",13,246,"WILLIAMSON COUNTY",688,305,0,75,244,117,116,-999,97,-999,12,109,110,-999
"STATE","CAMPUS","2022-2023",139905101,"CHISUM EL","ELEMENTARY",139905,"CHISUM ISD",08,139,"LAMAR COUNTY",593,217,0,98,263,37,33,-999,15,10,39,95,90,593
"STATE","CAMPUS","2022-2023",139905001,"CHISUM H S","HIGH SCHOOL",139905,"CHISUM ISD",08,139,"LAMAR COUNTY",322,102,0,37,128,14,14,-999,18,-999,20,81,34,322
"STATE","CAMPUS","2022-2023",139905041,"CHISUM MIDDLE","MIDDLE SCHOOL",139905,"CHISUM ISD",08,139,"LAMAR COUNTY",264,80,0,50,121,14,12,0,20,-999,30,69,34,264
"STATE","CAMPUS","2022-2023",057916006,"CHRISTA MCAULIFFE LEARNING CENTER","ELEMENTARY / SECONDARY",057916,"RICHARDSON ISD",10,057,"DALLAS COUNTY",140,140,0,-999,114,47,32,-999,-999,-999,-999,15,-999,-999
"STATE","CAMPUS","2022-2023",079907046,"CHRISTA MCAULIFFE MIDDLE","MIDDLE SCHOOL",079907,"FORT BEND ISD",04,079,"FORT BEND COUNTY",835,652,0,58,786,298,294,13,11,13,-999,31,161,835
"STATE","CAMPUS","2022-2023",240901041,"CHRISTEN MIDDLE","MIDDLE SCHOOL",240901,"LAREDO ISD",01,240,"WEBB COUNTY",1098,795,0,39,1095,715,715,-999,198,35,-999,66,152,1098
"STATE","CAMPUS","2022-2023",220905127,"CHRISTENE C MOSS EL","ELEMENTARY",220905,"FORT WORTH ISD",11,220,"TARRANT COUNTY",291,222,116,15,287,103,0,0,12,13,-999,18,24,291
"STATE","CAMPUS","2022-2023",043905106,"CHRISTIE EL","ELEMENTARY",043905,"FRISCO ISD",10,043,"COLLIN COUNTY",593,393,327,26,348,364,15,0,28,-999,0,27,112,593
"STATE","CAMPUS","2022-2023",043910112,"CHRISTIE EL","ELEMENTARY",043910,"PLANO ISD",10,043,"COLLIN COUNTY",569,319,149,36,348,212,45,0,56,-999,0,16,114,569
"STATE","CAMPUS","2022-2023",246913125,"CHRISTINE CAMACHO EL","ELEMENTARY",246913,"LEANDER ISD",13,246,"WILLIAMSON COUNTY",680,337,0,26,291,42,40,0,52,-999,-999,36,153,669
"STATE","CAMPUS","2022-2023",226901101,"CHRISTOVAL EL","ELEMENTARY",226901,"CHRISTOVAL ISD",15,226,"TOM GREEN COUNTY","<280",-999,0,12,84,-999,0,0,-999,-999,17,-999,47,272
"STATE","CAMPUS","2022-2023",226901001,"CHRISTOVAL H S","ELEMENTARY / SECONDARY",226901,"CHRISTOVAL ISD",15,226,"TOM GREEN COUNTY",334,73,0,18,76,-999,-999,0,-999,-999,33,-999,42,0
"STATE","CAMPUS","2022-2023",043912111,"CHUCK AND CINDY STUBER EL","ELEMENTARY",043912,"PROSPER ISD",10,043,"COLLIN COUNTY",832,196,0,34,67,97,55,0,53,-999,31,37,116,0
"STATE","CAMPUS","2022-2023",046902045,"CHURCH HILL MIDDLE","MIDDLE SCHOOL",046902,"COMAL ISD",20,046,"COMAL COUNTY",748,257,0,69,220,43,42,-999,136,-999,54,123,101,0
"STATE","CAMPUS","2022-2023",015910003,"CHURCHILL H S","HIGH SCHOOL",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY",2510,1499,0,107,1084,361,324,-999,248,29,221,282,294,29
"STATE","CAMPUS","2022-2023",130901105,"CIBOLO CREEK EL","ELEMENTARY",130901,"BOERNE ISD",20,130,"KENDALL COUNTY",471,184,0,33,100,-999,-999,-999,38,-999,28,37,80,0
"STATE","CAMPUS","2022-2023",015910145,"CIBOLO GREEN","ELEMENTARY",015910,"NORTH EAST ISD",20,015,"BEXAR COUNTY",834,252,0,36,220,84,70,0,71,0,160,42,139,0
"STATE","CAMPUS","2022-2023",094902115,"CIBOLO VALLEY EL","ELEMENTARY",094902,"SCHERTZ-CIBOLO-U CITY ISD",20,094,"GUADALUPE COUNTY",761,180,22,69,252,38,27,-999,30,0,336,41,161,0
"STATE","CAMPUS","2022-2023",071902151,"CIELO VISTA EL","ELEMENTARY",071902,"EL PASO ISD",19,071,"EL PASO COUNTY",272,140,130,15,161,59,-999,0,28,-999,27,15,36,272
"STATE","CAMPUS","2022-2023",101910101,"CIMARRON EL","ELEMENTARY",101910,"GALENA PARK ISD",04,101,"HARRIS COUNTY",677,551,311,32,623,361,24,0,31,-999,0,24,119,677
"STATE","CAMPUS","2022-2023",101914107,"CIMARRON EL","ELEMENTARY",101914,"KATY ISD",04,101,"HARRIS COUNTY",611,345,0,37,362,95,85,-999,11,16,21,22,132,611
"STATE","CAMPUS","2022-2023",101914007,"CINCO RANCH H S","HIGH SCHOOL",101914,"KATY ISD",04,101,"HARRIS COUNTY",3656,1198,0,209,1355,414,372,-999,439,30,122,293,320,30
"STATE","CAMPUS","2022-2023",101914048,"CINCO RANCH J H","MIDDLE SCHOOL",101914,"KATY ISD",04,101,"HARRIS COUNTY",1510,479,0,100,496,320,276,-999,227,-999,36,69,218,-999
"STATE","CAMPUS","2022-2023",067902101,"CISCO EL","ELEMENTARY",067902,"CISCO ISD",14,067,"EASTLAND COUNTY",415,88,0,39,250,10,10,0,19,26,-999,33,82,415
"STATE","CAMPUS","2022-2023",067902001,"CISCO H S","HIGH SCHOOL",067902,"CISCO ISD",14,067,"EASTLAND COUNTY",234,93,0,35,110,-999,-999,0,15,-999,17,32,27,-999
"STATE","CAMPUS","2022-2023",067902041,"CISCO J H","MIDDLE SCHOOL",067902,"CISCO ISD",14,067,"EASTLAND COUNTY",161,66,0,-999,78,-999,-999,0,21,12,-999,-999,-999,161
"STATE","CAMPUS","2022-2023",067902004,"CISCO LEARNING CENTER","HIGH SCHOOL",067902,"CISCO ISD",14,067,"EASTLAND COUNTY",19,19,0,-999,13,0,0,0,0,-999,0,-999,-999,-999
"STATE","CAMPUS","2022-2023",057909180,"CISNEROS PRE-K CTR","ELEMENTARY",057909,"GARLAND ISD",10,057,"DALLAS COUNTY",361,316,256,0,341,278,24,0,0,-999,-999,0,49,361
"STATE","CAMPUS","2022-2023",191901112,"CITY VIEW EL","ELEMENTARY",191901,"CANYON ISD",16,191,"RANDALL COUNTY",628,250,0,11,279,49,18,-999,-999,21,19,14,80,628
"STATE","CAMPUS","2022-2023",243906101,"CITY VIEW EL","ELEMENTARY",243906,"CITY VIEW ISD",09,243,"WICHITA COUNTY","<510",265,0,35,-999,12,-999,-999,-999,-999,28,22,108,502
"STATE","CAMPUS","2022-2023",243906001,"CITY VIEW JUNIOR/SENIOR HIGH","ELEMENTARY / SECONDARY",243906,"CITY VIEW ISD",09,243,"WICHITA COUNTY",627,284,0,41,439,21,-999,0,-999,-999,38,75,123,627
"STATE","CAMPUS","2022-2023",057905383,"CITYLAB H S","HIGH SCHOOL",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",220,139,-999,17,158,68,51,0,34,0,-999,22,26,220
"STATE","CAMPUS","2022-2023",057907111,"CJ & ANNE HYMAN EL","ELEMENTARY",057907,"DUNCANVILLE ISD",10,057,"DALLAS COUNTY",456,285,120,11,350,141,19,-999,28,-999,-999,-999,88,456
"STATE","CAMPUS","2022-2023",221901047,"CLACK MIDDLE","MIDDLE SCHOOL",221901,"ABILENE ISD",14,221,"TAYLOR COUNTY",707,397,0,35,513,54,52,-999,66,45,101,65,133,45
"STATE","CAMPUS","2022-2023",061911117,"CLARA LOVE EL","ELEMENTARY",061911,"NORTHWEST ISD",11,061,"DENTON COUNTY",766,342,0,54,385,90,84,0,35,-999,64,43,152,765
"STATE","CAMPUS","2022-2023",057905189,"CLARA OLIVER EL","ELEMENTARY",057905,"DALLAS ISD",10,057,"DALLAS COUNTY",204,122,77,-999,188,90,-999,0,44,11,-999,-999,35,204
"STATE","CAMPUS","2022-2023",092903124,"CLARENCE W BAILEY EL","ELEMENTARY",092903,"LONGVIEW ISD",07,092,"GREGG COUNTY",287,233,99,27,274,135,25,0,-999,0,-999,21,38,287
